id,valor,hora,categoria,regiao,metodo_pagamento,is_fraud
52822,155.59,18,A,Norte,pix,0
50948,1018.88,12,B,Centro-Oeste,credito,0
50878,391.44,7,C,Norte,credito,0
52424,49.48,23,F,Sul,credito,0
56598,11.37,2,E,Centro-Oeste,debito,0
52487,89.28,6,B,Nordeste,credito,0
50294,143.28,6,B,Nordeste,debito,0
53271,108.34,0,D,Sul,credito,0
56752,27.35,5,E,Norte,debito,0
50446,569.56,21,A,Norte,debito,0
54056,318.35,6,C,Sul,pix,0
55636,3584.61,5,D,Sudeste,boleto,0
52253,65.17,6,E,Centro-Oeste,pix,0
53167,722.45,21,C,Sul,pix,0
51923,213.22,5,A,Sul,pix,0
55206,263.15,9,A,Sudeste,pix,0
54709,899.42,19,A,Nordeste,credito,0
52894,1264.95,23,C,Norte,debito,0
54199,1272.65,19,D,Nordeste,pix,0
54697,2311.94,4,E,Sudeste,credito,0
55753,284.22,1,F,Centro-Oeste,credito,0
55050,159.19,8,B,Norte,debito,0
54942,148.91,15,E,Centro-Oeste,credito,0
50368,17439.57,18,D,Norte,debito,0
56690,39.67,5,A,Sudeste,pix,0
56046,113.49,23,D,Norte,debito,0
54840,4562.26,22,A,Nordeste,credito,0
56338,117.21,15,A,Nordeste,credito,0
53423,28.87,18,A,Norte,debito,0
53576,1010.41,14,A,Sudeste,debito,0
56477,60.04,22,B,Sul,pix,0
52276,579.31,23,F,Norte,credito,0
53910,566.2,17,F,Nordeste,pix,0
53310,116.03,19,B,Centro-Oeste,debito,0
55649,44.98,23,B,Centro-Oeste,credito,0
51946,623.05,1,E,Sudeste,credito,0
54985,15.25,1,C,Norte,credito,0
54499,1558.21,4,F,Norte,debito,0
56137,1934.31,10,A,Nordeste,credito,0
54314,1356.83,8,F,Norte,credito,0
51187,821.07,23,C,Nordeste,credito,0
52987,633.52,11,C,Sul,credito,0
55034,1058.75,13,E,Sul,debito,0
55944,181.32,8,C,Sudeste,debito,0
53257,257.01,7,B,Sul,credito,0
55369,15.52,22,C,Sudeste,credito,0
56914,52.48,10,B,Sul,credito,0
50152,778.39,1,E,Nordeste,pix,0
51859,1222.25,8,E,Sudeste,debito,0
56953,289.95,19,E,Sul,pix,0
51034,122.46,12,A,Centro-Oeste,debito,0
51384,638.24,1,E,Sul,credito,0
50916,57.27,1,A,Sul,debito,0
51306,610.57,2,C,Nordeste,pix,0
54142,1584.17,3,C,Centro-Oeste,pix,0
52518,1250.72,19,D,Sul,credito,0
55003,227.06,18,E,Centro-Oeste,credito,0
50510,10.1,11,B,Nordeste,credito,0
56002,1617.66,10,D,Nordeste,pix,0
55062,162815.91,20,E,Nordeste,debito,0
54141,11.06,23,B,Centro-Oeste,credito,0
54575,656.79,17,C,Sul,debito,0
52240,20337.11,0,B,Centro-Oeste,debito,0
54651,12.0,3,A,Norte,credito,0
50749,45.17,23,A,Nordeste,debito,0
52277,12.11,1,B,Sudeste,debito,0
51399,8.44,9,B,Norte,credito,0
56797,14.63,15,B,Centro-Oeste,pix,0
51311,483.98,20,F,Nordeste,debito,0
51612,32.18,0,F,Sudeste,debito,0
53500,171.13,18,B,Sudeste,credito,0
50912,202.44,2,E,Sul,credito,0
52699,3.4,7,B,Sul,credito,0
52524,3311.74,5,B,Sul,credito,0
52454,7.64,4,A,Sudeste,credito,0
56531,4611.51,7,E,Sudeste,boleto,0
52956,402.92,13,C,Sul,credito,0
56150,242.83,0,B,Nordeste,pix,0
52706,19575.58,11,D,Sul,credito,0
53275,7196.74,21,B,Centro-Oeste,credito,0
50472,50.17,14,B,Nordeste,debito,0
50968,275.27,5,C,Norte,debito,0
56326,347.37,20,A,Sudeste,pix,0
52158,242.44,22,B,Sudeste,debito,0
54621,953.88,2,E,Nordeste,pix,0
56331,8699.27,22,E,Norte,credito,0
56672,6869.69,1,E,Norte,debito,0
56044,150.06,18,A,Centro-Oeste,debito,0
51962,29.66,15,B,Nordeste,credito,0
50897,857.11,4,E,Centro-Oeste,credito,0
56289,453.88,10,A,Sul,credito,0
54302,10.3,19,B,Sudeste,debito,0
53215,130.05,21,F,Sul,credito,0
51774,279.87,12,B,Sul,credito,0
53338,582.83,1,B,Nordeste,credito,0
50252,74.81,8,D,Sudeste,debito,0
51210,53.19,11,B,Sul,pix,0
56915,165.7,5,F,Nordeste,credito,0
54341,4116.66,17,E,Norte,credito,0
52964,66.11,18,C,Centro-Oeste,pix,0
53099,221.04,2,A,Norte,pix,0
56250,1225.41,15,A,Norte,debito,0
51129,10405.65,18,B,Centro-Oeste,credito,0
52917,23876.45,0,A,Centro-Oeste,credito,0
56697,343.72,0,A,Sudeste,pix,0
51594,37.87,22,C,Centro-Oeste,debito,0
53916,259.1,17,B,Nordeste,credito,0
52500,52.59,1,C,Sudeste,credito,0
50058,401.36,5,A,Sul,debito,0
51700,336.68,3,A,Sudeste,credito,0
51323,490.61,10,C,Centro-Oeste,debito,0
50177,12.15,12,D,Centro-Oeste,pix,0
53211,274.83,0,B,Nordeste,credito,0
55024,77.46,8,A,Norte,credito,0
54863,1298.38,9,A,Nordeste,debito,0
57023,643.45,22,A,Nordeste,debito,0
52030,236.23,13,C,Sul,credito,0
50293,33.35,6,E,Centro-Oeste,pix,0
51143,97.89,3,C,Sudeste,debito,0
52599,209.67,8,B,Nordeste,debito,0
54664,12227.09,8,F,Sul,boleto,0
53304,582.67,7,F,Norte,credito,0
50184,626.83,16,D,Norte,credito,0
51171,1113.04,15,A,Sul,pix,0
52570,4492.74,15,A,Sul,debito,0
50273,10196.49,12,A,Sul,credito,0
55924,368.79,23,A,Centro-Oeste,pix,0
55613,662.83,16,E,Sudeste,pix,0
52285,34.14,0,E,Centro-Oeste,boleto,0
55092,68.87,9,E,Sul,credito,0
51087,6297.77,13,E,Norte,credito,0
52808,248.47,0,B,Centro-Oeste,credito,0
54130,32.43,16,A,Nordeste,credito,0
51173,535.26,10,B,Sul,credito,0
54642,642.26,21,C,Norte,credito,0
55633,638.33,11,F,Norte,pix,0
53786,406.46,13,A,Sul,credito,0
57044,370.78,22,A,Sudeste,credito,0
52155,3604.56,3,A,Sul,pix,0
55260,15.94,15,A,Centro-Oeste,pix,0
54476,17627.47,16,E,Centro-Oeste,credito,0
55968,314.33,2,B,Sul,pix,0
54383,5.43,15,A,Sudeste,pix,0
52338,40.18,21,E,Sul,pix,0
56665,1355.56,5,B,Sudeste,credito,0
54296,6654.95,5,E,Centro-Oeste,pix,0
51957,62.0,22,C,Norte,debito,0
50614,1265.84,9,D,Sul,pix,0
55482,163.04,16,F,Centro-Oeste,debito,0
56608,74.52,11,A,Norte,credito,0
56413,758.32,11,F,Nordeste,debito,0
56589,94.24,4,B,Centro-Oeste,boleto,0
51431,15.93,17,A,Nordeste,debito,0
54902,376.39,11,D,Sul,credito,0
51877,4583.25,11,A,Sul,credito,0
51749,130.85,12,B,Norte,boleto,0
56369,77.6,8,A,Sudeste,pix,0
55580,14767.26,10,C,Nordeste,pix,0
53946,1636.57,22,A,Norte,debito,0
52834,20430.91,1,D,Centro-Oeste,credito,0
51345,169.68,2,B,Sul,debito,0
56835,90.95,1,C,Sudeste,pix,0
55769,807.06,15,B,Sul,credito,0
52125,18.8,7,B,Sul,credito,0
50953,3250.34,6,D,Centro-Oeste,debito,0
52143,182.9,21,E,Sul,pix,0
51505,31.7,20,E,Norte,pix,0
57029,3421.2,9,F,Centro-Oeste,debito,0
52416,5370.47,0,C,Norte,credito,0
51122,148.32,4,F,Sudeste,credito,0
54846,357.8,10,C,Centro-Oeste,credito,0
53286,25.61,14,C,Sul,pix,0
56686,114.01,10,D,Sudeste,credito,0
55829,5.74,20,E,Sul,credito,0
54190,83.98,21,D,Nordeste,debito,0
50417,440.19,22,D,Centro-Oeste,boleto,0
54164,618.41,7,F,Sudeste,pix,0
50565,3117.44,8,A,Sudeste,debito,0
51225,132.57,9,E,Nordeste,credito,0
50143,117.46,17,C,Centro-Oeste,pix,0
53978,650.45,1,A,Centro-Oeste,debito,0
53622,45.34,5,A,Sudeste,pix,0
55389,4323.76,23,D,Sudeste,debito,0
52005,330.72,0,E,Centro-Oeste,debito,0
51195,100.5,6,E,Nordeste,debito,0
52265,86.84,22,D,Nordeste,pix,0
51757,2406.31,13,E,Norte,debito,0
50498,141.8,12,A,Centro-Oeste,credito,0
52264,10737.01,3,B,Sul,credito,0
56910,13.46,2,E,Sudeste,boleto,0
56057,2384.51,18,F,Sul,pix,0
50722,77.71,17,D,Sul,credito,0
55138,180.67,19,E,Nordeste,pix,0
53556,81.44,18,A,Norte,debito,0
51497,7468.45,7,B,Sul,credito,0
54085,1337.54,16,A,Nordeste,debito,0
51521,210.51,15,F,Nordeste,pix,0
56739,83.83,8,A,Sul,credito,0
52684,3829.62,17,C,Sudeste,pix,0
56130,2691.56,3,D,Sul,pix,0
53154,421.73,14,F,Nordeste,pix,0
55695,822.84,9,C,Centro-Oeste,credito,0
50109,470.54,19,B,Nordeste,credito,0
51755,109.06,23,C,Nordeste,credito,0
54944,2134.27,6,F,Nordeste,credito,0
51352,1832.69,9,F,Sudeste,pix,0
55506,85.04,9,E,Sul,debito,0
53716,341.82,13,E,Nordeste,pix,0
53128,7081.78,22,E,Sul,pix,0
51974,449.71,9,A,Sudeste,boleto,0
50337,121.88,9,A,Sul,pix,0
54961,241.14,15,E,Sul,pix,0
52844,164.86,8,B,Nordeste,debito,0
52317,1152.7,19,A,Sudeste,pix,0
56552,171.16,0,A,Sudeste,credito,0
50725,117.48,23,E,Centro-Oeste,credito,0
50766,42.16,13,A,Sudeste,debito,0
53025,36.19,9,D,Nordeste,debito,0
56132,395.1,9,B,Sudeste,debito,0
50308,105.09,6,A,Centro-Oeste,debito,0
55690,598.45,19,A,Norte,credito,0
53067,66.34,5,B,Norte,credito,0
56333,812.96,19,B,Norte,debito,0
55500,8994.01,0,B,Centro-Oeste,credito,0
52575,1189.14,15,D,Nordeste,pix,0
56401,6.4,12,B,Sul,credito,0
51792,282.66,14,C,Sul,credito,0
53743,468.26,12,B,Centro-Oeste,credito,0
52869,1026.46,15,C,Sudeste,credito,0
54964,80.11,8,C,Norte,debito,0
52054,4815.06,17,F,Centro-Oeste,debito,0
53687,336.24,3,A,Sul,pix,0
50072,417.57,17,F,Norte,pix,0
54833,498.73,18,B,Nordeste,credito,0
53239,29.34,2,C,Norte,credito,0
51261,139.14,18,C,Sudeste,pix,0
51667,516.61,21,E,Sudeste,credito,0
52345,2943.82,2,D,Nordeste,credito,0
55985,136.86,19,B,Sul,debito,0
53432,38.84,9,A,Sudeste,pix,0
52940,13.63,22,E,Norte,credito,0
56729,91.06,7,C,Sul,pix,0
51696,728.6,13,E,Nordeste,debito,0
51096,6.26,18,B,Nordeste,debito,0
56838,604.28,5,B,Sul,pix,0
56969,43.33,11,E,Nordeste,pix,0
54259,692.36,11,A,Centro-Oeste,credito,0
51631,84.2,0,B,Centro-Oeste,debito,0
55332,1293.73,4,C,Sudeste,credito,0
51882,339.9,12,B,Sul,credito,0
54729,951.44,4,D,Norte,credito,0
51613,41.74,19,F,Norte,credito,0
50979,80.18,18,D,Sudeste,debito,0
56219,86.41,12,A,Sudeste,credito,0
55013,680.66,9,B,Nordeste,debito,0
53320,1495.56,23,E,Nordeste,credito,0
50849,145.37,23,C,Norte,credito,0
52943,25.82,6,C,Norte,pix,0
56709,9.33,12,C,Sudeste,pix,0
53948,1009.01,13,E,Centro-Oeste,credito,0
55720,6.32,5,F,Centro-Oeste,debito,0
50048,27.07,1,C,Centro-Oeste,debito,0
54481,8920.31,17,E,Sudeste,credito,0
51351,44.28,19,A,Centro-Oeste,pix,0
52419,2181.74,19,C,Sudeste,debito,0
50447,1408.54,5,B,Sudeste,boleto,0
51744,15.06,20,E,Centro-Oeste,credito,0
50845,43.5,5,C,Sul,credito,0
54588,644.32,1,C,Sul,credito,0
52441,35.31,5,E,Sul,credito,0
56715,42.27,18,E,Norte,debito,0
55867,260.21,15,D,Nordeste,debito,0
53825,1.74,15,E,Norte,pix,0
51295,33788.99,9,A,Sul,credito,0
55618,202.81,11,D,Norte,credito,0
56830,228.86,6,E,Nordeste,pix,0
53870,45160.54,15,F,Sul,credito,0
56600,17.41,14,B,Sul,pix,0
55047,315.28,13,E,Centro-Oeste,credito,0
54211,75.64,4,A,Sudeste,debito,0
51113,1389.95,23,F,Norte,credito,0
50777,126.57,3,A,Nordeste,credito,0
56679,192.85,17,C,Sul,credito,0
52154,10722.64,16,C,Norte,credito,0
54797,238.29,9,A,Nordeste,pix,0
54653,17.94,2,F,Norte,credito,0
52413,388.92,3,A,Sul,pix,0
53890,41.5,2,A,Nordeste,pix,0
53444,2668.57,4,D,Norte,credito,0
51852,1240.81,23,A,Norte,debito,0
51964,690.17,21,E,Norte,credito,0
52311,208.09,19,A,Norte,credito,0
53969,33.03,12,A,Norte,boleto,0
53035,933.29,6,B,Sudeste,debito,0
50486,1.49,16,C,Norte,pix,0
57012,546.71,15,C,Norte,debito,0
53760,1067.87,13,D,Sul,pix,0
55414,24.68,7,B,Nordeste,credito,0
50031,3016.91,14,F,Norte,credito,0
51880,4220.61,10,D,Nordeste,debito,0
54109,689.23,0,A,Sul,credito,0
55122,10439.19,17,A,Centro-Oeste,credito,0
53806,143.92,2,B,Sudeste,debito,0
54553,733.33,6,B,Centro-Oeste,pix,0
56074,107.0,18,E,Nordeste,boleto,0
53329,48.07,17,B,Centro-Oeste,pix,0
50637,80.72,2,D,Sul,pix,0
54478,556.7,4,B,Sudeste,credito,0
56009,7566.82,19,D,Norte,credito,0
51084,344.03,13,D,Centro-Oeste,debito,0
50862,1375.22,1,B,Sudeste,credito,0
53144,1487.37,8,F,Norte,credito,0
50904,92.75,17,C,Sul,credito,0
56265,2839.69,8,A,Sudeste,credito,0
50110,203.96,16,B,Centro-Oeste,credito,0
56798,30.82,17,A,Centro-Oeste,credito,0
53787,4.89,14,D,Norte,credito,0
54396,22401.47,16,B,Centro-Oeste,pix,0
55383,226.07,18,C,Sudeste,boleto,0
55935,590.33,0,B,Norte,pix,0
54487,1638.41,2,B,Sudeste,credito,0
53909,33.54,5,E,Sul,credito,0
51832,203.55,10,D,Centro-Oeste,debito,0
52678,966.91,1,D,Sudeste,pix,0
50783,14661.68,13,E,Nordeste,pix,0
56902,4174.26,16,A,Nordeste,credito,0
54864,6204.21,8,E,Sudeste,debito,0
56290,15728.32,16,A,Sul,pix,0
57015,323.28,14,A,Sul,pix,0
51826,376.73,11,A,Sudeste,credito,0
51095,202.47,2,E,Norte,pix,0
54948,56.75,1,C,Centro-Oeste,debito,0
54035,9.63,3,B,Centro-Oeste,pix,0
56247,612.39,22,D,Nordeste,credito,0
54280,268.3,21,A,Sul,debito,0
55326,69.47,0,B,Sudeste,credito,0
52261,178.35,19,B,Sul,credito,0
51655,353.84,7,E,Centro-Oeste,pix,0
55787,581.52,19,F,Norte,credito,0
55410,151.2,21,E,Norte,credito,0
56470,846.05,15,C,Centro-Oeste,pix,0
53872,358.73,15,C,Sudeste,debito,0
54589,20.25,11,D,Sudeste,credito,0
54897,1030.55,13,A,Norte,credito,0
54403,4424.99,4,E,Nordeste,debito,0
55455,411.16,8,C,Sudeste,pix,0
54377,2267.82,1,A,Sul,debito,0
55205,83.39,0,A,Norte,credito,0
53287,243.29,22,A,Sul,debito,0
51205,378.63,20,B,Sul,debito,0
52203,42.57,21,A,Norte,debito,0
52674,114.31,7,B,Centro-Oeste,credito,0
53318,649.8,3,E,Nordeste,pix,0
55445,52.25,12,B,Nordeste,debito,0
52400,186.07,9,A,Nordeste,debito,0
57030,294.25,4,B,Nordeste,credito,0
51771,334.44,14,A,Sudeste,debito,0
50830,1113.13,6,E,Nordeste,boleto,0
54788,1554.33,5,A,Centro-Oeste,pix,0
54265,1050.8,15,E,Norte,debito,0
50628,920.75,23,B,Sul,credito,0
56565,0.73,11,B,Sul,pix,0
50926,90.1,3,F,Sul,pix,0
50296,15161.66,8,B,Sudeste,credito,0
51053,19.39,0,B,Centro-Oeste,debito,0
52520,7.65,8,E,Centro-Oeste,debito,0
55663,1728.91,9,F,Centro-Oeste,credito,0
52945,49.18,18,C,Nordeste,credito,0
50945,22.35,15,F,Sul,credito,0
55650,38.27,14,D,Sudeste,debito,0
55861,730.59,10,A,Centro-Oeste,debito,0
50013,215.79,18,A,Sudeste,debito,0
51118,707.57,19,B,Centro-Oeste,debito,0
55144,1496.7,23,F,Sul,pix,0
55078,45962.1,14,E,Sul,credito,0
52795,5427.85,15,A,Sudeste,pix,0
53782,2471.28,19,A,Nordeste,credito,0
51320,198.61,18,B,Centro-Oeste,pix,0
53983,37.5,18,F,Centro-Oeste,pix,0
56908,85.52,21,A,Sul,pix,0
56462,1085.97,5,F,Sudeste,credito,0
52830,837.37,19,A,Norte,pix,0
55592,2111.98,15,D,Sudeste,debito,0
54636,164.9,9,D,Nordeste,credito,0
50654,167.71,8,E,Nordeste,credito,0
52510,61.13,13,E,Sudeste,pix,0
53549,554.63,18,C,Centro-Oeste,debito,0
54018,56.88,15,E,Nordeste,credito,0
52403,920.96,20,D,Sudeste,credito,0
56894,25.32,18,B,Centro-Oeste,pix,0
55150,114.46,12,F,Sudeste,credito,0
56841,36.06,23,E,Sudeste,credito,0
52446,27.13,1,A,Nordeste,debito,0
55147,839.96,4,A,Centro-Oeste,credito,0
53685,639.01,22,B,Centro-Oeste,pix,0
54900,3291.31,23,C,Nordeste,pix,0
50571,376.71,0,F,Sul,debito,0
51449,4061.74,20,C,Sul,pix,0
56363,1926.97,11,B,Centro-Oeste,debito,0
53415,783.35,10,A,Norte,debito,0
51746,78.69,7,B,Nordeste,credito,0
53465,43.84,4,F,Norte,debito,0
54424,4444.69,8,B,Norte,credito,0
50288,1049.53,4,A,Centro-Oeste,credito,0
51739,51.88,0,A,Sudeste,credito,0
54417,270.77,10,C,Norte,credito,0
56235,206.83,22,D,Norte,boleto,0
52690,1130.2,1,E,Nordeste,credito,0
54241,312.03,6,E,Sul,debito,0
54206,448.46,6,E,Centro-Oeste,credito,0
55577,96.99,12,C,Centro-Oeste,pix,0
54057,1195.95,7,B,Sudeste,pix,0
51685,615.28,6,E,Norte,pix,0
54597,8081.81,2,B,Sul,boleto,0
51339,1614.95,8,E,Centro-Oeste,debito,0
54329,162.18,8,B,Centro-Oeste,pix,0
55798,8961.09,0,B,Norte,debito,0
55350,87.48,8,E,Norte,pix,0
55004,6018.27,11,C,Sul,pix,0
52259,2379.8,9,E,Centro-Oeste,credito,0
54051,51.92,17,C,Sudeste,debito,0
54271,29.28,13,B,Sudeste,debito,0
53081,5969.21,3,A,Sul,debito,0
52523,257.39,12,E,Nordeste,credito,0
53667,6153.99,1,D,Sudeste,debito,0
51565,4152.25,15,A,Nordeste,boleto,0
55392,175.93,15,B,Sul,pix,0
53689,189.72,2,C,Sudeste,boleto,0
52472,381.99,1,F,Sudeste,pix,0
52186,360.96,4,B,Sudeste,credito,0
56834,8821.35,3,B,Sudeste,credito,0
51232,181.02,13,A,Sudeste,pix,0
55440,119.2,7,C,Norte,pix,0
51259,1866.05,10,B,Norte,credito,0
52255,788.6,6,B,Centro-Oeste,credito,0
51952,80.22,15,E,Nordeste,credito,0
56566,7786.26,18,E,Norte,pix,0
50114,182.32,17,C,Sul,pix,0
56197,3887.69,1,A,Centro-Oeste,boleto,0
55169,246.41,20,A,Centro-Oeste,credito,0
55161,1079.71,3,E,Centro-Oeste,debito,0
50508,127.05,16,C,Nordeste,debito,0
56850,177.81,16,C,Sul,debito,0
56725,35.84,2,E,Norte,credito,0
52754,40.23,15,A,Sul,debito,0
54288,757.74,5,E,Nordeste,pix,0
54997,21346.34,3,E,Sudeste,credito,0
56561,38.32,6,B,Norte,credito,0
56646,1527.47,7,D,Norte,debito,0
50351,13364.23,9,C,Norte,debito,0
56136,103.89,4,C,Sul,debito,0
53574,96.07,13,A,Centro-Oeste,credito,0
53795,17.66,20,C,Sudeste,debito,0
51115,50.18,12,A,Centro-Oeste,credito,0
54978,547.5,6,C,Nordeste,credito,0
50299,17.37,19,B,Nordeste,credito,0
54170,2325.95,16,E,Norte,debito,0
55607,247.76,6,A,Sul,pix,0
55019,45.99,0,E,Centro-Oeste,boleto,0
55382,153.21,8,B,Sul,debito,0
55768,120.95,3,E,Sul,credito,0
55368,1583.35,6,E,Norte,credito,0
50230,2681.61,4,C,Norte,debito,0
56909,88.65,17,F,Sudeste,boleto,0
53882,10.37,9,A,Centro-Oeste,credito,0
56678,327.98,4,F,Nordeste,debito,0
54551,7.71,7,B,Norte,boleto,0
54538,225.06,9,B,Centro-Oeste,debito,0
52104,11723.11,21,B,Sudeste,debito,0
55557,234.48,13,E,Sudeste,debito,0
53863,74.65,13,A,Nordeste,credito,0
52580,46.63,5,E,Sudeste,pix,0
54714,257.47,7,A,Sul,pix,0
51615,775.44,22,B,Sudeste,credito,0
50608,2458.95,2,A,Norte,boleto,0
55826,77.87,2,E,Sul,debito,0
51094,35.11,17,E,Nordeste,pix,0
55722,135.89,11,A,Nordeste,boleto,0
56944,98.81,1,F,Nordeste,pix,0
56708,96.21,7,C,Norte,credito,0
50204,2953.78,19,F,Centro-Oeste,boleto,0
52882,67.02,20,C,Centro-Oeste,credito,0
53997,192.09,2,B,Sudeste,debito,0
50838,862.03,11,B,Sul,pix,0
55503,888.67,12,B,Sul,credito,0
51231,921.84,16,B,Nordeste,debito,0
56223,47.84,18,D,Norte,credito,0
51610,554.72,18,B,Sudeste,credito,0
54428,1406.76,22,C,Centro-Oeste,debito,0
54149,94.81,20,F,Sul,credito,0
54578,1394.87,8,E,Centro-Oeste,debito,0
56510,17.58,16,F,Norte,pix,0
55421,1464.37,9,C,Norte,pix,0
53766,13.99,7,A,Sudeste,pix,0
56246,1332.38,23,F,Norte,pix,0
55387,549.26,5,B,Centro-Oeste,pix,0
52463,300.42,11,B,Sul,pix,0
52639,302.08,13,D,Sul,debito,0
50658,30.2,23,E,Norte,debito,0
50791,16462.3,20,E,Sudeste,pix,0
56125,991.0,2,C,Centro-Oeste,debito,0
54373,185.59,21,A,Norte,debito,0
51360,504.48,1,F,Nordeste,credito,0
55207,122.47,9,F,Sudeste,pix,0
52348,8972.76,8,E,Sudeste,credito,0
54783,135.94,6,E,Sul,credito,0
54425,8.53,18,B,Sul,pix,0
55361,1691.54,18,A,Sul,credito,0
56680,5017.69,3,E,Centro-Oeste,debito,0
54216,3870.08,15,A,Sudeste,credito,0
54440,1043.66,13,B,Norte,credito,0
55398,1625.06,4,B,Sudeste,credito,0
55514,134.21,6,A,Centro-Oeste,debito,0
53255,219.61,14,D,Nordeste,credito,0
56034,31.56,14,E,Norte,debito,0
51781,4574.06,4,A,Norte,debito,0
56632,25.01,11,C,Norte,credito,0
50804,219.4,14,E,Centro-Oeste,credito,0
50858,368.11,12,E,Centro-Oeste,credito,0
53930,314.8,18,B,Norte,pix,0
53411,932.96,12,B,Norte,boleto,0
56387,69.01,17,E,Sul,pix,0
50220,796.61,3,B,Norte,credito,0
51289,1.18,12,A,Sudeste,debito,0
50583,386.97,6,B,Sul,debito,0
50044,6.5,7,C,Sul,pix,0
51235,189.7,1,B,Sudeste,credito,0
55371,7427.45,19,B,Sudeste,debito,0
56839,569.33,7,C,Nordeste,debito,0
51893,214.11,2,E,Nordeste,credito,0
54285,1414.85,9,B,Nordeste,debito,0
56184,504.82,15,D,Nordeste,credito,0
54976,50.85,20,A,Nordeste,credito,0
55844,57.03,4,E,Norte,credito,0
51072,1691.07,13,B,Norte,pix,0
50719,1622.04,23,A,Sul,boleto,0
52365,259.26,13,B,Sul,credito,0
51506,3976.62,23,C,Centro-Oeste,credito,0
50671,140.16,14,C,Sudeste,credito,0
55783,1008.45,12,F,Sudeste,debito,0
55653,510.64,4,B,Sul,debito,0
54956,92.35,4,C,Nordeste,debito,0
50898,40.77,9,A,Norte,boleto,0
55689,2975.41,13,A,Sudeste,credito,0
52863,2016.04,18,A,Sul,credito,0
51531,102.49,12,A,Centro-Oeste,debito,0
52698,787.64,5,F,Centro-Oeste,credito,0
55642,107.66,12,E,Norte,pix,0
52982,82.12,23,C,Norte,credito,0
52843,21639.36,4,A,Nordeste,pix,0
52935,1246.51,8,B,Centro-Oeste,debito,0
55096,2372.02,1,B,Centro-Oeste,credito,0
55386,125.51,7,C,Sul,credito,0
51875,109.43,23,C,Norte,pix,0
52371,104.34,8,E,Sul,credito,0
51770,699.17,17,B,Sudeste,debito,0
55134,8232.32,2,B,Centro-Oeste,pix,0
52997,132.39,20,A,Norte,debito,0
51984,6226.36,22,E,Nordeste,debito,0
50532,3901.06,16,A,Norte,pix,0
55059,3.58,1,D,Sul,pix,0
56222,3731.64,23,A,Sudeste,debito,0
53581,305.98,9,A,Norte,pix,0
53048,8995.11,8,C,Centro-Oeste,credito,0
52164,193.83,2,A,Nordeste,credito,0
50732,240.38,0,A,Nordeste,credito,0
52340,373.53,17,E,Sul,debito,0
56357,2837.91,17,D,Nordeste,credito,0
52233,120.38,5,A,Sul,debito,0
53998,1545.33,13,B,Sul,debito,0
52953,154.88,7,C,Sudeste,credito,0
51256,982.38,19,B,Norte,debito,0
52105,2664.88,22,B,Sudeste,credito,0
53528,523.17,9,B,Norte,credito,0
53663,396.33,15,E,Centro-Oeste,credito,0
50899,188.15,9,E,Norte,debito,0
50429,78.85,3,A,Norte,pix,0
56931,93.67,15,D,Nordeste,debito,0
52841,17978.69,10,D,Norte,credito,0
55977,364.37,16,A,Nordeste,credito,0
56393,1730.01,22,E,Nordeste,debito,0
51223,544.19,16,A,Norte,debito,0
55106,557.53,11,A,Centro-Oeste,credito,0
54861,34.8,10,E,Sudeste,debito,0
55331,11.81,23,A,Sul,credito,0
54673,750.9,10,C,Sul,credito,0
54012,51828.89,2,D,Sul,credito,0
53205,41.54,5,E,Sudeste,debito,0
51097,258.88,23,D,Centro-Oeste,credito,0
52073,126.52,12,B,Sul,credito,0
56380,413.94,9,A,Centro-Oeste,boleto,0
53780,13.8,7,A,Sudeste,credito,0
52541,11017.88,11,B,Nordeste,debito,0
55962,502.92,13,B,Sul,pix,0
51789,5646.51,3,C,Centro-Oeste,pix,0
55121,221.81,9,C,Sudeste,credito,0
53079,7.26,4,A,Sul,pix,0
50529,46.3,16,F,Norte,credito,0
56927,425.24,11,C,Centro-Oeste,credito,0
50193,2989.1,21,E,Centro-Oeste,pix,0
56883,30.12,5,F,Sudeste,debito,0
51127,752.3,12,D,Sudeste,credito,0
52716,109.48,22,F,Norte,credito,0
54644,2439.0,18,C,Sul,debito,0
52717,33.59,12,C,Centro-Oeste,debito,0
50305,59.47,1,D,Sul,credito,0
53024,800.41,6,E,Norte,credito,0
51293,371.96,21,C,Norte,pix,0
50071,9723.25,17,D,Centro-Oeste,credito,0
53801,2648.2,7,E,Sul,credito,0
55336,162.15,0,B,Nordeste,credito,0
56285,153.31,2,F,Nordeste,credito,0
50832,2696.77,15,E,Sudeste,debito,0
53103,101.55,4,B,Centro-Oeste,credito,0
51457,106.64,10,A,Sul,credito,0
54305,2892.69,6,C,Centro-Oeste,pix,0
50239,23.72,18,C,Nordeste,debito,0
50093,7157.7,20,B,Centro-Oeste,credito,0
55756,519.81,19,E,Centro-Oeste,debito,0
56010,2399.07,13,B,Sudeste,credito,0
53059,212.22,14,E,Centro-Oeste,credito,0
54126,4.8,1,B,Norte,debito,0
53314,172.83,19,A,Sudeste,pix,0
55039,651.09,22,B,Centro-Oeste,credito,0
54435,6390.92,13,B,Sudeste,debito,0
51002,187.48,21,B,Centro-Oeste,credito,0
53253,91.65,19,E,Sudeste,credito,0
56774,121.37,2,C,Nordeste,pix,0
52378,22.29,3,E,Sul,pix,0
53986,631.97,22,D,Centro-Oeste,debito,0
54106,1370.51,18,B,Sul,credito,0
