id,valor,hora,categoria,is_fraud
34957,17510.19,23,A,0
25182,1340.31,17,D,0
1228,246.16,1,C,0
32833,1045.73,20,C,0
14970,1200.62,16,B,0
29559,24.97,16,C,0
12204,865.25,10,B,0
43110,22527.18,22,A,0
17250,2585.71,5,C,0
39140,21.0,8,C,0
43018,5.64,2,A,0
38265,1283.35,8,A,0
31064,9.88,21,B,0
3310,330.09,7,A,0
8666,1843.21,15,B,0
21351,372.16,14,A,0
4751,3004.5,21,A,0
20458,42.88,20,D,0
30288,90.51,8,C,0
1906,808.7,11,C,0
42046,3499.06,1,B,0
19309,5727.72,7,A,0
4157,946.79,11,B,0
944,270.87,9,A,0
37315,277.0,12,A,0
14024,2580.58,9,B,0
2763,1979.72,6,A,0
21168,3664.31,7,C,0
27195,9.51,0,A,0
15046,326.1,0,A,0
2295,62.75,1,A,0
39156,1688.67,2,A,0
26118,7.03,2,D,0
24829,2414.84,19,D,0
12093,325.54,12,A,0
38345,3938.4,16,B,0
22895,70.64,17,C,0
35879,3118.05,17,D,0
44051,3.57,20,C,0
18751,78.69,13,D,0
40576,169.8,0,D,0
43467,266.69,11,B,0
12351,90.44,14,A,0
17249,46.74,13,A,0
290,95.07,17,D,0
17639,96.7,18,B,0
18271,219.26,4,A,0
5823,35.53,7,D,0
11485,100.93,3,B,0
25181,407.58,12,B,0
34278,571.4,3,A,0
12170,387.86,11,D,0
22945,1438.3,23,C,0
11637,299.19,23,B,0
28527,2705.69,0,D,0
42287,256.26,4,B,0
31550,221.84,6,A,0
5502,959.5,8,A,0
37631,17.99,13,B,0
42939,119.84,16,D,0
19672,50.7,14,C,0
20700,681.99,3,A,0
21697,11080.99,4,C,0
21489,59.4,13,A,0
23194,376.8,9,B,0
32824,5297.53,2,C,0
41554,1926.81,20,D,0
27488,38.18,22,D,0
12859,337.3,7,C,0
15567,60.46,7,B,0
42361,918.13,12,B,0
4147,718.2,17,D,0
44454,23.62,10,C,0
14315,1668.52,11,B,0
18399,80.83,17,D,0
36307,331.15,4,B,0
40041,15.43,13,A,0
6873,22.2,0,A,0
30929,7.79,19,D,0
36565,2399.52,11,B,0
22078,1198.79,10,B,0
21414,41.15,5,D,0
32667,277.0,5,C,0
37533,40.62,14,A,0
42628,3561.75,1,C,0
36417,1103.67,13,A,0
26052,50953.34,18,B,0
38179,528.47,22,B,0
22195,112.46,12,A,0
31606,7.14,11,B,0
40728,350.37,7,B,0
19547,4324.71,8,A,0
31963,4.17,14,A,0
31020,38.29,13,C,0
41885,54.39,14,A,0
21503,589.65,23,C,0
11709,3142.54,9,B,0
21744,177.23,3,B,0
32668,2675.67,14,D,0
1044,305.82,12,B,0
41526,1253.47,6,C,0
38022,616.3,7,A,0
43172,46.95,20,A,0
687,204.25,23,B,0
4852,54069.17,3,A,0
4094,514.46,17,A,0
1957,4.61,10,D,0
33171,405.56,23,A,0
39028,577.13,1,D,0
38109,48.94,23,A,0
34528,108.95,6,A,0
1465,103.44,7,C,0
42525,2391.26,16,D,0
14764,124.58,12,A,0
7403,265.14,3,A,0
16037,853.38,23,D,0
10640,312.33,16,B,0
4581,502.17,21,B,0
27296,134.35,4,B,0
3929,31.23,5,D,0
1698,85.16,15,A,0
18499,3299.97,7,A,0
15135,676.87,15,A,0
13205,1471.62,16,A,0
34943,422.32,23,A,0
28373,93.33,3,D,0
11505,13708.05,6,A,0
39022,68.81,20,A,0
30206,1379.84,22,B,0
25240,8422.35,20,C,0
24736,1163.63,2,A,0
30517,50.23,22,A,0
42687,459.54,8,C,0
33578,221.99,19,C,0
14875,1128.01,12,A,0
21081,9389.82,0,B,0
17017,33.62,19,A,0
27952,226.07,10,A,0
20460,58.35,17,A,0
17852,60.44,19,B,0
27885,1644.49,16,B,0
19449,3391.17,17,A,0
24770,113.33,23,B,0
21309,312.59,20,D,0
39202,31.56,10,A,0
610,6581.97,2,A,0
35882,298.69,15,A,0
7709,77.2,5,A,0
16464,2234.38,4,C,0
30273,231.59,3,B,0
39238,389.57,22,C,0
40527,2947.19,3,C,0
36088,255.04,21,C,0
34859,428.14,23,B,0
23803,341.03,10,B,0
40438,242.63,8,B,0
10647,16765.96,19,D,0
43649,983.83,18,C,0
22827,195.5,9,B,0
2300,16.34,16,A,0
34092,10544.78,8,A,0
9739,2092.45,5,C,0
18779,210.8,16,B,0
38907,966.99,18,D,0
12326,571.88,4,B,0
20039,3767.85,16,C,0
29112,1487.8,15,B,0
33863,314.01,0,D,0
41931,94.09,5,C,0
31091,1345.98,16,C,0
12831,2161.17,21,B,0
4661,6399.16,19,B,0
35253,926.9,3,B,0
39911,154.9,10,B,0
649,208.12,5,C,0
28872,87.54,2,A,0
39624,52.4,0,A,0
1393,18523.11,3,A,0
39662,986.87,5,C,0
22343,1581.43,13,B,0
5858,117.2,2,B,0
44005,1409.57,2,D,0
11620,2029.82,1,D,0
4549,750.77,10,A,0
40111,1442.2,4,A,0
43119,182.93,5,D,0
3137,2215.2,17,B,0
8123,763.12,4,C,0
29988,553.35,12,B,0
17163,492.14,6,D,0
27339,18851.54,4,B,0
23543,91.63,19,B,0
5383,53.65,10,A,0
25274,968.71,11,A,0
25803,1608.5,3,D,0
36002,239.57,2,B,0
40318,1545.43,21,C,0
34427,1989.01,7,C,0
28266,2390.38,12,A,0
4403,56.91,21,A,0
44912,1655.13,18,B,1
9952,520.51,18,B,0
28187,1532.64,9,B,0
32716,1585.66,19,D,0
43065,2553.66,3,B,0
39229,46.86,18,C,0
7143,353.73,1,B,0
39804,356.36,18,A,0
2991,6855.37,5,A,0
35309,651.47,14,D,0
9354,462.41,17,A,0
37073,147.92,22,A,0
38426,7107.43,5,B,0
31144,302.41,9,B,0
9698,1129.94,8,D,0
41884,38.03,22,A,0
38829,69.28,11,B,0
18394,283.7,5,A,0
5305,197.43,15,A,0
31636,35.51,6,B,0
8359,106.85,8,A,0
8892,955.02,1,A,0
2301,2707.81,8,B,0
40994,271.86,2,B,0
28912,3239.77,4,B,0
12734,19549.27,3,D,0
41203,2466.15,17,C,0
36393,735.68,17,A,0
25627,939.14,17,D,0
12769,203.0,18,C,0
44038,6541.66,20,D,0
29835,4115.44,23,A,0
4456,588.43,15,D,0
20604,671.63,4,B,0
386,446.21,14,C,0
29309,642.25,14,D,0
20819,9939.73,21,A,0
16843,16.37,19,A,0
27075,304.46,16,A,0
7192,353.15,17,D,0
1443,474.4,19,D,0
20024,168.57,4,D,0
30577,2.8,8,B,0
9124,339.75,0,B,0
8035,171.88,16,B,0
34752,270.21,20,A,0
23894,133.08,21,A,0
35261,61.6,14,B,0
43501,2162.75,14,A,0
27854,168.82,18,A,0
36448,731.12,22,B,0
33229,323.44,9,A,0
36514,1090.24,4,C,0
17458,6.41,11,B,0
38767,134.02,0,A,0
9655,765.51,0,A,0
41834,266.23,18,C,0
44988,2230.83,16,C,1
31483,5615.86,18,A,0
30327,1410.33,22,B,0
41422,24.1,18,B,0
1963,936.59,7,D,0
20169,371.25,22,B,0
20641,15.69,8,B,0
912,511.99,12,B,0
2773,231.93,16,A,0
24456,229.63,0,A,0
6736,915.4,2,C,0
39414,19.23,12,B,0
41395,1764.26,7,B,0
31728,386.39,10,A,0
26154,388.73,3,D,0
7450,198.55,13,A,0
6811,798.97,16,D,0
39194,282.54,9,A,0
27750,148.43,0,A,0
24779,144.74,8,B,0
20202,168.57,7,A,0
31229,133.57,7,A,0
30092,4078.57,15,A,0
12124,178.97,12,C,0
2443,24.92,14,C,0
36166,6122.82,17,C,0
1296,271.03,6,D,0
36326,56.57,17,B,0
2650,2007.32,22,C,0
22564,182.74,11,A,0
1808,913.65,16,A,0
35771,238.8,11,A,0
39485,1011.26,18,A,0
23517,3637.59,18,A,0
7176,678.15,16,C,0
21670,96.98,0,D,0
39522,2276.8,17,B,0
11101,693.49,17,D,0
36467,2165.61,2,B,0
33082,14070.3,4,B,0
1749,482.59,2,C,0
2727,2497.2,14,C,0
29255,928.13,11,D,0
16234,257.69,12,B,0
42113,9757.37,14,A,0
37562,47.82,21,C,0
43184,4.95,10,B,0
12968,59.91,14,B,0
23199,269.41,6,A,0
4564,512.14,16,B,0
33659,2178.61,18,C,0
29235,160.51,15,D,0
4620,267.3,22,C,0
24423,1170.3,16,D,0
23883,45.7,4,C,0
25844,6660.02,14,D,0
23809,3.89,18,D,0
5894,15.79,23,B,0
18389,66.12,3,A,0
2159,4286.76,11,A,0
34313,999.26,3,C,0
42204,26398.39,10,C,0
14711,25.32,23,C,0
26542,30.63,17,A,0
36232,82.56,20,B,0
38927,93.69,14,D,0
32479,414.58,18,B,0
31721,35.27,8,B,0
3280,1000.36,23,B,0
31156,6874.3,3,C,0
23786,9.59,19,B,0
3270,1203.49,13,C,0
29289,122.47,14,D,0
18504,13484.88,13,D,0
14593,3807.79,7,C,0
211,1034.61,13,A,0
7479,15324.57,2,B,0
29137,49.86,1,A,0
62,227.85,23,C,0
537,59.1,17,B,0
22293,17.81,1,C,0
38034,287.96,11,B,0
44523,91.4,0,B,0
28200,294.76,10,D,0
19499,2014.85,21,D,0
31171,3464.86,20,C,0
35471,1106.41,21,C,0
9554,209.97,17,B,0
11025,423.58,12,B,0
18634,220.21,23,B,0
8709,5595.29,21,C,0
20487,199.82,2,A,0
10008,69.18,14,D,0
39382,6.46,20,D,0
13543,91.13,23,D,0
31840,18.97,6,B,0
31765,182.19,7,D,0
41088,7869.3,9,A,0
43111,14.31,4,B,0
31719,85.45,10,A,0
41615,368.14,21,A,0
30877,1289.19,20,D,0
13906,5.01,8,A,0
26982,14483.51,7,B,0
21788,100.94,5,C,0
44510,142.36,5,A,0
35716,40120.19,11,D,0
16324,440.59,0,B,0
741,8.32,14,A,0
40920,9803.03,9,D,0
22476,70.66,7,D,0
28882,209.82,15,A,0
11282,168.5,15,A,0
25867,490.49,19,A,0
12037,195.61,13,D,0
16947,35.79,13,B,0
34748,19182.68,7,A,0
44493,1598.41,8,C,0
34968,902.75,2,C,0
25947,635.96,8,B,0
42499,3873.91,0,B,0
6913,83.67,4,A,0
41712,10.12,14,D,0
23136,379.86,20,D,0
16905,116.89,16,C,0
39559,303.81,20,A,0
38628,11.87,5,A,0
11912,23.82,23,A,0
36455,84.23,1,A,0
34606,18.41,18,B,0
26675,713.03,11,B,0
38483,146.89,15,C,0
25970,4656.5,1,B,0
22940,2.39,6,C,0
10963,73.98,23,C,0
24178,143855.3,22,B,0
12489,323.4,15,B,0
14277,1111.49,20,A,0
13994,19.85,0,B,0
14793,343.23,5,A,0
27088,638.87,8,B,0
6205,32.33,23,C,0
20376,377.04,12,C,0
12388,19.81,11,A,0
9434,92.41,14,D,0
23928,38.09,16,B,0
23015,60.62,10,A,0
19569,332.8,15,D,0
34830,2351.06,2,B,0
11750,12.05,18,C,0
7071,3683.57,1,C,0
40526,894.76,12,B,0
33797,149.6,6,C,0
29909,1267.88,12,B,0
1290,4.46,5,B,0
34379,538.49,14,B,0
9421,592.47,0,B,0
3936,718.11,21,A,0
11752,6304.35,15,B,0
23279,9432.83,15,A,0
20347,27.96,4,B,0
18497,1888.26,5,A,0
35446,3.59,2,B,0
38940,1097.33,12,B,0
15822,1594.87,22,B,0
1452,9941.07,6,B,0
14077,138.79,2,B,0
28830,114.29,13,A,0
36342,207.58,13,D,0
9787,485.89,16,B,0
2636,2816.04,12,A,0
33373,432.56,22,A,0
15220,1922.95,7,A,0
32399,24.54,6,D,0
19156,20792.4,21,B,0
31049,1928.59,19,D,0
9713,25.29,14,C,0
37464,5245.73,22,C,0
41394,2056.33,15,B,0
42202,7475.08,18,C,0
10956,244.01,20,A,0
6203,32332.32,7,A,0
11016,384.92,14,C,0
37765,37029.15,20,D,0
17053,42284.3,2,C,0
32309,1546.6,4,B,0
12482,252.55,12,D,0
13512,128.22,3,D,0
37129,1662.3,3,B,0
26352,398.13,11,B,0
8275,34.89,4,A,0
44567,363.05,20,D,0
19100,391.66,9,C,0
25846,35.51,1,C,0
27130,240.4,4,B,0
5176,12123.01,4,C,0
7181,619.49,15,B,0
21646,677.1,2,D,0
10500,433.11,9,A,0
9521,2589.47,17,B,0
31565,368.03,6,A,0
17266,3087.27,6,A,0
36169,256.63,6,B,0
9619,2576.33,4,A,0
27275,105.35,17,A,0
19146,1073.56,12,B,0
31929,1127.05,1,B,0
42696,10016.93,22,A,0
28397,222.36,9,A,0
5479,125.89,16,A,0
11994,49.7,8,D,0
24392,365.74,8,C,0
20261,447.14,18,A,0
19394,12188.38,4,B,0
16870,108.62,18,D,0
13264,461.11,0,A,0
20731,67.3,1,B,0
15700,43.12,5,B,0
458,41.66,14,A,0
7498,23135.24,22,B,0
25384,85.01,19,D,0
45106,134.74,0,C,1
589,1738.32,12,C,0
9532,3884.14,16,C,0
28745,1853.02,12,D,0
43879,218.27,16,D,0
18861,308.39,5,B,0
11476,5697.59,13,B,0
22200,48.64,16,D,0
31604,1201.38,0,C,0
42528,1328.37,3,A,0
15393,1785.86,1,B,0
15076,71.31,21,B,0
27442,1264.44,13,C,0
40688,5.01,13,A,0
44489,531.17,8,A,0
28138,185.66,2,B,0
19027,462.87,13,A,0
8092,1794.06,16,D,0
39602,1217.24,15,A,0
13609,132.52,4,D,0
11360,592.61,21,B,0
34641,15222.49,7,C,0
36157,18.38,6,B,0
36286,890.27,15,C,0
8479,27685.38,5,C,0
38401,73.55,7,B,0
33455,53.93,19,B,0
9036,728.23,16,B,0
24480,39.29,22,D,0
43148,70.68,7,B,0
34942,22.73,21,C,0
44325,169.54,9,A,0
4402,2818.22,0,D,0
22426,153.1,12,B,0
2446,559.46,3,D,0
12011,97.22,23,B,0
30341,15.55,3,B,0
6194,2241.89,19,B,0
2827,3998.94,21,A,0
44149,39.3,11,C,0
23286,817.2,13,B,0
15190,328.36,10,A,0
18648,515.3,14,B,0
4257,62.05,12,A,0
32510,19.65,15,B,0
25570,13.14,15,B,0
9745,1037.89,9,A,0
33012,8037.47,18,C,0
35088,336.98,2,A,0
27330,360.86,8,B,0
32230,48.24,18,B,0
34240,224.43,1,C,0
33946,108.31,20,B,0
2089,133.42,9,D,0
32908,260.09,6,B,0
15055,220.93,16,A,0
36495,157.8,8,B,0
11672,335.41,6,D,0
29200,22.62,20,A,0
43221,75473.58,5,D,0
11743,265.81,21,B,0
19420,33.88,11,B,0
29146,9418.25,14,C,0
37394,1071.96,17,C,0
22582,5370.51,17,B,0
30458,2801.43,9,B,0
24398,957.43,18,A,0
13131,315.06,18,C,0
24689,0.83,8,A,0
44992,370.09,9,D,1
44416,855.25,19,C,0
41072,14088.31,11,D,0
43093,51.18,11,B,0
12924,1.9,20,A,0
14033,2903.66,15,C,0
23091,93.13,21,A,0
41287,2508.46,23,B,0
16832,1708.09,18,A,0
8791,4.81,6,C,0
37429,181.78,3,D,0
26819,85.09,10,B,0
25903,90.59,0,D,0
33312,91.7,15,C,0
20953,73.29,11,B,0
45014,707.67,7,B,1
26035,2987.37,7,A,0
31122,1655.56,16,A,0
12533,566.89,18,C,0
16942,245.37,8,B,0
32882,1033.58,0,D,0
32866,114.06,10,B,0
7957,304.14,0,C,0
9827,11.29,22,A,0
23780,700.11,8,D,0
5226,38.6,4,B,0
12429,204.61,10,D,0
5523,1490.46,23,D,0
34640,3070.46,18,D,0
24563,7644.74,8,A,0
6162,1887.58,17,D,0
19534,183.57,6,A,0
37980,493.22,3,A,0
44000,2125.25,17,B,0
1993,3561.11,16,B,0
18675,9.05,5,B,0
34838,924.02,18,A,0
10481,3019.7,20,C,0
40320,464.95,6,A,0
17941,1719.46,16,B,0
33422,6425.52,19,D,0
38324,1023.18,12,C,0
44264,8.96,5,A,0
32998,102.36,17,C,0
44991,276.7,20,B,1
30489,685.77,1,B,0
11757,399.44,1,C,0
32382,5.33,16,A,0
16610,19.48,22,B,0
30388,180.88,23,D,0
1424,61.66,15,C,0
27318,18.18,17,C,0
16928,151.05,10,A,0
7526,67.93,23,A,0
7880,733.69,18,A,0
31848,183.57,8,C,0
31243,332.5,4,A,0
34944,276.73,13,A,0
42059,2666.04,18,A,0
5877,12.99,19,B,0
7909,1549.51,20,D,0
41901,12.27,23,A,0
30543,59.95,2,A,0
7271,10.64,2,D,0
39123,9777.93,12,D,0
38060,52.25,2,B,0
32524,634.81,3,B,0
6659,264.37,5,A,0
31665,395.58,8,C,0
2744,1008.56,22,B,0
21667,1072.32,15,B,0
7265,246.1,5,C,0
1976,151.86,9,D,0
3548,6204.82,1,C,0
17225,3951.61,17,A,0
11544,2053.75,3,C,0
33522,623.21,4,D,0
16357,63.04,18,B,0
42229,114.39,6,B,0
1566,188.17,10,B,0
45314,425.68,15,C,1
44562,17.66,1,B,0
14859,58.51,11,A,0
11077,109.31,23,D,0
12217,157.35,7,B,0
40010,8.48,18,A,0
27838,1.56,20,A,0
13140,247.4,5,D,0
27299,1050.67,23,C,0
3773,69.13,5,B,0
17962,92.38,13,A,0
43944,7117.72,6,D,0
17268,485.59,23,A,0
28991,20.2,4,B,0
11894,189.18,11,D,0
19498,115.61,21,B,0
27708,11432.16,4,A,0
40419,159.33,11,C,0
25223,6049.73,17,B,0
12242,405.71,13,D,0
23082,6671.86,3,C,0
29353,3448.61,19,A,0
7380,730.77,20,D,0
3231,143.19,7,B,0
23257,1738.9,19,A,0
14704,1519.17,2,C,0
4893,105.75,6,B,0
44322,137.75,9,B,0
41945,300.24,10,B,0
27740,1116.91,13,C,0
16228,316.48,7,D,0
23470,993.75,12,D,0
18049,237.0,1,B,0
16900,6386.78,14,B,0
7065,529.77,3,A,0
14618,7122.84,6,D,0
22455,16.06,20,A,0
21848,365.55,7,D,0
17288,73.75,6,B,0
14303,6316.42,17,D,0
3243,11.74,14,B,0
35189,277.23,4,B,0
34844,245.21,4,D,0
39782,110.29,5,C,0
5145,2030.27,1,B,0
9304,9.61,0,A,0
27162,87.38,17,D,0
39537,98.74,20,B,0
980,1511.46,16,A,0
31157,3032.04,12,D,0
35808,2700.93,22,A,0
31292,845.76,22,B,0
41951,171.33,8,A,0
41295,16775.32,8,B,0
44709,3251.13,0,A,1
10431,141.88,16,B,0
20920,101.02,17,D,0
31962,98.24,10,B,0
23969,61.68,6,A,0
7463,31.13,12,B,0
23892,295.44,20,B,0
3254,2741.43,14,A,0
36108,1511.69,1,A,0
21047,297.5,22,C,0
30422,210.61,14,D,0
5876,46.52,2,D,0
27435,1091.99,20,B,0
8041,220.37,7,B,0
15712,978.04,19,A,0
30073,730.81,10,D,0
35946,241.02,11,A,0
11043,210.74,10,B,0
25271,213.9,18,A,0
6374,4225.35,5,A,0
17052,29.73,15,D,0
42250,13049.58,18,B,0
15626,45525.48,1,D,0
29781,9.83,23,A,0
39406,8834.94,20,A,0
26263,86.31,2,B,0
16841,4.51,4,C,0
1079,6644.33,18,C,0
6348,4210.89,20,D,0
21103,139.95,11,A,0
9127,1034.73,12,C,0
27545,55.36,10,B,0
15710,21.86,12,D,0
2990,41083.15,8,B,0
36526,1557.25,18,C,0
7183,1421.61,17,B,0
8060,45.47,20,C,0
41286,311.36,19,D,0
30179,83.84,0,B,0
2815,12901.7,20,C,0
42660,145.52,20,A,0
35811,2407.16,1,C,0
962,4714.06,2,B,0
43484,4528.81,0,A,0
1792,415.74,0,C,0
25244,2316.73,21,B,0
6606,10.99,9,C,0
4394,113.81,12,A,0
20808,4.77,22,B,0
8769,366.84,18,A,0
28290,2305.31,5,B,0
27336,84.09,23,B,0
21273,437.83,4,B,0
34056,49.77,17,B,0
40075,7.63,23,A,0
39459,63.47,19,D,0
14577,215.96,12,D,0
38696,936.6,13,B,0
21542,118.3,8,A,0
32460,437.66,10,A,0
32307,12861.76,17,B,0
21170,27.22,19,A,0
17682,172.29,16,B,0
27640,1271.97,0,A,0
26946,43756.92,1,A,0
26683,358.03,14,D,0
42370,49.03,11,B,0
31497,280.91,6,C,0
5646,10.12,20,C,0
3271,214.58,9,A,0
1801,14799.98,18,A,0
14125,24025.95,18,B,0
31558,1917.55,21,B,0
21217,5903.45,23,C,0
29928,18070.67,11,D,0
39314,136.13,10,A,0
10690,120.19,14,B,0
9207,2711.06,21,B,0
43326,2601.99,20,B,0
4035,65.45,3,A,0
34461,7.76,4,A,0
37761,98.47,6,B,0
24745,538.08,22,A,0
43936,143.86,6,D,0
19827,29.89,18,B,0
30768,56.3,18,B,0
24777,820.42,8,C,0
19166,6344.77,0,B,0
30035,115.42,7,B,0
7970,3183.1,23,B,0
2761,1163.35,8,A,0
2966,196.82,23,B,0
5326,324.29,1,D,0
39224,698.53,22,A,0
24379,14.31,8,A,0
6395,54.29,22,D,0
28167,1827.9,4,B,0
7708,300.19,2,B,0
38744,219.87,2,A,0
36282,245.32,12,A,0
43340,526.87,8,C,0
24541,2036.36,18,C,0
20327,325.8,7,B,0
37810,361.48,13,C,0
35511,2297.93,12,C,0
3266,16033.49,20,C,0
40836,24.46,9,D,0
37543,514.71,19,D,0
9173,1167.3,16,A,0
8648,212.48,1,D,0
18304,241.2,3,C,0
36315,18.32,1,C,0
11824,3926.39,22,A,0
38010,91.72,22,B,0
34478,197.46,20,A,0
13006,56.07,6,C,0
17990,484.31,11,A,0
30389,54.56,19,A,0
20404,115.92,12,B,0
37192,11648.97,7,B,0
14501,3448.82,12,A,0
6384,256.46,1,C,0
36843,3172.57,11,C,0
29373,183.41,9,B,0
21086,308.4,13,C,0
43535,2015.69,11,B,0
24874,207.41,4,A,0
24898,2158.61,11,B,0
3580,39.16,17,C,0
10172,2038.41,11,A,0
12424,1860.84,15,D,0
22877,1443.24,20,B,0
7933,232.92,12,B,0
21398,5.52,16,A,0
280,152.84,5,C,0
23537,9.4,11,C,0
24904,605.94,23,B,0
22091,187.53,9,D,0
23153,50.11,7,C,0
5361,301.11,10,B,0
972,84.6,1,A,0
32856,30.35,12,C,0
45067,2554.11,12,D,1
5922,456.05,12,B,0
4557,44.2,1,A,0
12378,8.57,17,D,0
4895,39.31,15,A,0
28111,208.63,5,C,0
2,250.5,18,B,0
2559,636.28,9,B,0
23714,286.67,15,A,0
36316,28.05,10,D,0
25436,535.88,14,B,0
4218,126.02,23,C,0
7113,4574.03,23,B,0
37042,2229.34,17,A,0
43737,527.09,19,A,0
40659,567.41,11,B,0
25525,188.26,16,D,0
12740,2166.22,0,D,0
5387,4924.76,22,B,0
12209,4432.28,22,C,0
37719,2377.56,23,D,0
33528,1004.87,20,D,0
30779,75.69,21,A,0
38792,266.86,19,B,0
39690,2079.35,9,C,0
3980,40.48,18,B,0
39815,4647.96,13,A,0
33251,2264.79,14,B,0
42705,96.69,4,B,0
5693,641.17,8,C,0
15131,129.56,3,B,0
24826,3576.05,18,A,0
26512,2204.66,11,C,0
32779,54.95,5,D,0
40006,293.56,19,B,0
29692,155.63,21,A,0
34684,64.07,19,B,0
26198,201.71,7,D,0
10036,122.68,2,B,0
37137,240.24,15,C,0
11287,115.88,3,C,0
4970,6036.09,14,B,0
10455,45.71,12,B,0
28569,1134.49,14,A,0
15618,1960.23,0,C,0
4057,6151.13,5,C,0
22584,628.98,16,B,0
15981,6.01,6,A,0
27843,11.76,22,A,0
29823,1303.27,5,B,0
27100,187.79,12,A,0
34119,155.35,13,B,0
16316,4117.49,22,A,0
1073,385.15,0,D,0
18619,14.23,4,B,0
16171,36.77,22,A,0
37219,1599.38,13,D,0
20112,452.12,22,B,0
31412,7.58,9,A,0
21929,2547.32,20,D,0
38717,104.55,4,B,0
26179,1918.54,2,A,0
10190,22779.27,6,D,0
7832,1464.36,9,B,0
23139,334.65,11,A,0
28154,97.36,15,A,0
26608,857.69,7,B,0
22061,98.58,2,A,0
10260,309.28,12,B,0
30804,308.36,12,D,0
19591,363.23,22,B,0
14336,2896.75,23,A,0
36707,363.82,8,D,0
7361,72.29,15,A,0
8203,112.08,7,B,0
20443,1214.85,23,C,0
45298,185.45,1,D,1
31094,8093.24,21,C,0
27103,133.97,0,A,0
15915,493.66,19,B,0
22364,49.49,9,B,0
35163,28.97,7,D,0
39929,1928.53,22,A,0
7564,1892.35,15,D,0
32458,14004.68,5,A,0
31942,4.89,17,B,0
499,57.33,14,B,0
1584,373.67,2,D,0
6435,432.85,7,B,0
43062,10359.28,2,D,0
13868,591.01,21,D,0
21740,11.89,6,B,0
9646,183.92,5,B,0
14291,20.74,19,D,0
5146,422.83,3,D,0
32710,1654.79,23,A,0
9255,511.91,2,A,0
43270,122.66,0,C,0
43939,757.71,16,A,0
19316,316.45,21,B,0
36191,7053.15,8,A,0
29594,211.28,7,C,0
14741,977.51,18,B,0
12958,1599.6,8,B,0
41773,866.39,3,C,0
26318,336.56,16,A,0
37125,835.92,11,D,0
10265,1521.32,9,A,0
20091,368.44,9,C,0
42194,106.04,8,D,0
35085,15.8,17,B,0
33798,7.87,15,A,0
6351,85813.13,1,A,0
30591,69.53,14,A,0
15075,608.1,14,D,0
37792,23.94,18,C,0
38662,2083.8,13,C,0
25726,334.98,2,D,0
22056,9.73,13,D,0
37553,142.73,2,A,0
5758,170.23,10,B,0
37555,1378.32,7,C,0
39633,11161.83,1,A,0
12641,18.17,6,B,0
41503,232.98,23,A,0
38363,832.24,21,C,0
21532,109.63,11,D,0
30316,39.25,15,A,0
8038,19.94,2,B,0
25259,1779.91,6,D,0
7892,2751.5,14,C,0
23937,19.53,0,D,0
38333,582.28,2,A,0
35426,181.54,2,C,0
13485,88.05,18,B,0
1458,707.91,1,B,0
5202,119.07,7,B,0
14286,5.87,15,D,0
8785,29.73,23,B,0
23866,1067.27,8,A,0
20772,18323.0,23,C,0
20637,4108.69,23,C,0
1797,174.49,6,D,0
19858,340.62,12,C,0
36690,323.23,16,A,0
31748,5.7,8,B,0
3019,133.98,19,A,0
34310,208.22,23,D,0
7893,30.31,16,B,0
27755,22.4,0,B,0
28673,151.93,22,B,0
14881,460.37,9,A,0
8086,528.62,6,C,0
32583,107.46,0,A,0
43128,2872.52,0,A,0
8394,165.37,17,D,0
12478,146.79,10,C,0
35156,62.95,6,B,0
40737,39.9,12,D,0
14422,54.35,4,A,0
32844,82.24,21,A,0
2646,68.75,7,D,0
22046,6608.42,2,B,0
33730,2388.12,2,D,0
36013,402.56,5,C,0
35373,734.8,13,C,0
187,851.05,15,D,0
19970,171.22,14,B,0
16735,750.71,6,C,0
2167,65.25,1,D,0
15527,268.74,15,A,0
168,14670.38,11,C,0
7475,272.96,19,C,0
34721,96.3,10,A,0
44764,2092.53,23,A,1
28132,72.97,18,C,0
28182,15.78,14,C,0
41357,83.96,5,B,0
19285,171.53,18,D,0
22691,562.11,5,A,0
4933,7107.91,16,A,0
3378,47.99,3,C,0
38881,401.38,1,C,0
281,414.48,3,D,0
8478,14.83,21,A,0
28016,3538.6,3,C,0
25473,6363.0,0,A,0
35989,302.63,14,B,0
39155,326.74,2,C,0
20418,1103.67,11,C,0
17703,4174.36,7,A,0
12558,325.25,19,A,0
21080,49.78,16,A,0
32030,75.8,22,B,0
39621,14153.19,6,B,0
30251,15.41,0,B,0
3724,9.27,5,B,0
20817,5345.4,15,A,0
30362,2017.96,17,C,0
18442,883.21,11,A,0
6207,148.57,12,B,0
34778,798.43,14,D,0
5880,628.03,9,B,0
17894,1268.04,4,C,0
23007,328.5,16,A,0
34698,2420.01,8,A,0
34169,299.96,19,D,0
36499,490.74,11,B,0
35476,2904.46,5,A,0
13615,47601.89,3,A,0
43069,22.79,12,B,0
21239,3228.31,12,C,0
37492,10.98,23,A,0
44056,382.16,4,C,0
18087,1278.93,22,C,0
25752,253.83,13,B,0
15189,559.21,18,B,0
5684,363.45,5,A,0
23030,406.67,23,D,0
21128,61.35,12,D,0
13175,1222.57,12,A,0
2846,36.8,19,A,0
7726,18.86,1,B,0
26199,228.14,12,B,0
3579,64.67,6,B,0
12620,536.24,18,D,0
42408,22.15,21,B,0
24613,1538.82,22,A,0
